z1,z2,z3,nondominated
-1206,-1562,-1270,1
-1306,-1352,-1295,1
-1135,-1429,-1465,1
-1322,-1150,-1888,1
-1229,-1364,-1372,1
-1381,-1300,-1277,1
-1178,-1283,-1881,1
-1653,-1819,-1010,1
-1289,-1168,-1856,1
-1724,-1533,-1032,1
-1112,-1407,-1556,1
-1092,-1476,-1516,1
-1268,-1734,-1176,1
-1678,-1363,-1112,1
-1212,-1950,-1268,1
-1414,-1083,-1816,1
-1094,-1394,-1678,1
-1129,-1386,-1958,1
-1738,-1014,-1606,1
-1015,-1608,-1699,1
-1156,-1973,-1350,1
-1198,-1835,-1250,0
-1017,-1747,-1590,1
-1443,-1886,-1079,1
-1766,-1005,-1669,1
