z1,z2,z3,nondominated
-636,-893,-278,1
-126,-921,-561,1
-643,-886,-318,1
-339,-495,-954,1
-428,-976,-190,1
-155,-719,-828,1
-168,-986,-371,1
-917,-346,-580,1
-961,-376,-455,1
-975,-410,-357,1
-927,-230,-573,1
-822,-516,-656,1
-502,-856,-613,1
-732,-728,-569,1
-559,-580,-849,1
-741,-46,-779,1
-672,-63,-841,0
-987,-286,-385,1
-521,-287,-949,1
-790,-369,-758,1
-967,-461,-311,1
-872,-578,-512,1
-982,-286,-410,1
-896,-124,-610,0
-666,-866,-350,1
-888,-594,-443,1
-360,-177,-988,1
-141,-432,-969,1
-637,-849,-18,0
-599,-850,-536,1
-794,-122,-750,1
-354,-986,-353,1
-954,-298,-506,1
-247,-966,-474,1
-685,-857,-176,1
-577,-209,-924,1
-974,-307,-437,1
-844,-228,-708,1
-739,-819,-242,1
-785,-231,-776,1
-860,-525,-590,1
-670,-585,-774,1
-781,-12,-723,0
-761,-791,-345,1
-271,-999,-289,1
-386,-927,-544,1
-907,-253,-613,1
-652,-460,-848,1
-675,-736,-633,1
-910,-84,-565,0
-906,-614,-231,1
-106,-923,-548,1
-540,-785,-688,1
-917,-395,-562,1
-965,-187,-469,1
-716,-802,-454,1
-901,-64,-573,0
-949,-523,-242,1
-262,-912,-603,1
-740,-780,-455,1
-734,-6,-768,0
-897,-620,-337,1
-544,-93,-922,0
-843,-704,-324,1
-420,-402,-965,1
-976,-280,-435,1
-805,-129,-740,1
-688,-855,-324,1
-357,-820,-727,1
-488,-952,-364,1
-505,-927,-449,1
-905,-121,-592,0
-782,-547,-689,1
-686,-508,-803,1
-440,-902,-569,1
-788,-762,-356,1
-867,-664,-148,1
-301,-483,-961,1
-626,-649,-763,1
-586,-657,-784,1
-917,-560,-101,1
-903,-72,-573,0
-325,-399,-981,1
-592,-436,-892,1
-705,-248,-847,1
-733,-796,-428,1
-236,-976,-439,1
-630,-896,-294,1
-766,-55,-759,0
-154,-678,-859,1
-221,-963,-483,1
-735,-421,-796,1
-457,-243,-971,1
-800,-741,-112,1
-959,-494,-223,1
-454,-968,-325,1
-539,-864,-570,1
-222,-533,-944,1
-730,-826,-237,1
-332,-422,-976,1
-977,-253,-433,1
-418,-902,-581,1
-506,-954,-205,1
-995,-245,-333,1
-414,-979,-316,1
-820,-21,-681,0
-903,-222,-618,1
-696,-656,-697,1
-207,-299,-997,1
-774,-745,-459,1
-777,-472,-736,1
-524,-345,-942,1
-468,-487,-928,1
-363,-841,-699,1
-672,-140,-860,1
-710,-220,-842,1
-849,-602,-533,1
-437,-847,-664,1
-537,-809,-660,1
-463,-882,-594,1
-192,-798,-759,1
