z1,z2,z3,nondominated
-1865,-1077,-1807,0
-1163,-1810,-1052,0
-1122,-1845,-1281,0
-1200,-1758,-1109,0
-1305,-1676,-1113,0
-1929,-1194,-1872,0
-1996,-1231,-1906,1
-1875,-1174,-1717,0
-1726,-1158,-1691,0
-1681,-1310,-1827,0
-1128,-1853,-1312,1
-1782,-1160,-1847,0
-1826,-1136,-1785,0
-1741,-1210,-1912,0
-1126,-1912,-1280,1
-1068,-1846,-1058,0
-1027,-1777,-1150,0
-1817,-1193,-1902,0
-1154,-1704,-1171,0
-1670,-1162,-1749,0
-1315,-1817,-1309,1
-1890,-1208,-1752,0
-1949,-1214,-1961,1
-1770,-1300,-1669,0
-1293,-1800,-1071,0
-1151,-1706,-1324,1
-1930,-1305,-1717,0
-1188,-1872,-1113,0
-1794,-1293,-1858,0
-1704,-1126,-1957,0
-1817,-1161,-1978,0
-1036,-1951,-1098,0
-1217,-1701,-1283,0
-1242,-1919,-1099,1
-1762,-1027,-1773,0
-1928,-1061,-1865,0
-1107,-1860,-1305,1
-1763,-1138,-1758,0
-1998,-1320,-1783,1
-1151,-1878,-1164,0
-1086,-1860,-1216,0
-1213,-1723,-1095,0
-1228,-1849,-1257,0
-1766,-1260,-1754,0
-1887,-1035,-1942,0
-1176,-1688,-1257,0
-1883,-1334,-1832,1
-1969,-1000,-1876,0
-1288,-1793,-1054,0
-1727,-1117,-1772,0
-1931,-1260,-1787,1
-1169,-1996,-1270,1
-1916,-1178,-1696,0
-1223,-1941,-1138,1
-1806,-1053,-1953,0
-1172,-1911,-1198,1
-1848,-1241,-1908,0
-1865,-1315,-1997,1
-1016,-1715,-1245,0
-1055,-1711,-1091,0
-1119,-1687,-1051,0
-1071,-1934,-1164,0
-1917,-1162,-1870,0
-1901,-1255,-1686,0
-1757,-1086,-1756,0
-1300,-1841,-1040,1
-1150,-1989,-1042,0
-1942,-1257,-1884,1
-1285,-1825,-1054,1
-1256,-1877,-1259,1
-1217,-1773,-1041,0
-1780,-1149,-1727,0
-1166,-1696,-1155,0
-1762,-1088,-1712,0
-1064,-1836,-1067,0
-1858,-1223,-1987,0
-1806,-1277,-1734,0
-1093,-1935,-1002,0
-1161,-1827,-1285,1
-1158,-1692,-1280,0
-1851,-1032,-1941,0
