z1,z2,z3,nondominated
-552,-110,-922,1
-467,-716,-797,1
-532,-467,-911,1
-724,-822,-358,1
-600,-911,-305,1
-171,-459,-966,1
-408,-644,-869,1
-628,-340,-892,1
-403,-881,-626,1
-345,-915,-585,1
-762,-326,-793,1
-163,-659,-873,1
-975,-321,-428,1
-875,-366,-648,1
-163,-650,-879,0
-96,-882,-624,1
-619,-903,-225,1
-809,-682,-503,1
-120,-941,-512,1
-828,-699,-86,1
-408,-821,-711,1
-743,-118,-800,0
-498,-505,-911,1
-206,-553,-935,1
-211,-670,-870,1
-767,-769,-414,1
-924,-575,-308,1
-989,-376,-248,1
-287,-290,-998,1
-512,-303,-951,1
-802,-757,-292,1
-885,-496,-566,1
-576,-909,-402,1
-920,-566,-133,0
-457,-905,-552,1
-758,-268,-802,1
-723,-831,-206,1
-328,-652,-879,1
-454,-153,-965,1
-900,-623,-220,1
-739,-819,-242,1
-719,-594,-725,1
-515,-731,-761,1
-775,-280,-785,1
-943,-530,-191,1
-514,-917,-471,1
-993,-227,-347,1
-633,-867,-440,1
-694,-839,-387,1
-621,-695,-727,1
-941,-475,-437,1
-785,-569,-669,1
-473,-948,-89,0
-633,-867,-439,0
-617,-193,-902,1
-491,-943,-405,1
-629,-888,-359,1
-163,-733,-817,1
-562,-543,-866,1
-405,-877,-632,1
-944,-213,-532,1
-419,-641,-868,1
-544,-738,-739,1
-995,-314,-307,1
-614,-800,-609,1
-316,-665,-872,1
-684,-516,-801,1
-922,-184,-577,1
-465,-802,-711,1
-963,-136,-453,1
-637,-890,-186,1
-695,-846,-149,1
-93,-654,-862,0
-904,-539,-478,1
-740,-719,-571,1
-913,-592,-170,1
-163,-650,-879,0
-802,-757,-226,0
-495,-593,-871,1
-614,-156,-899,0
-138,-876,-647,1
-58,-729,-794,0
-594,-172,-912,1
-607,-427,-886,1
-888,-548,-510,1
-940,-478,-437,1
-880,-497,-574,1
-862,-658,-401,1
-382,-463,-957,1
-531,-104,-930,1
-494,-232,-959,1
-820,-21,-681,1
-521,-529,-892,1
-109,-560,-918,1
-598,-738,-702,1
-725,-701,-616,1
-433,-771,-758,1
-885,-644,-319,1
-75,-825,-698,1
-940,-255,-545,1
-771,-779,-357,1
-164,-613,-901,1
-664,-277,-875,1
-203,-953,-508,1
-996,-310,-295,1
-315,-640,-888,1
-761,-790,-351,1
-416,-971,-126,1
-442,-273,-975,1
-477,-956,-365,1
-548,-416,-918,1
-816,-101,-719,1
-626,-883,-397,1
-748,-646,-648,1
-255,-687,-860,1
-259,-656,-881,1
-946,-501,-129,1
-427,-494,-937,1
-762,-598,-675,1
-792,-208,-767,1
-936,-545,-318,1
