z1,z2,z3,nondominated
1637,1533,1041,1
1418,1942,1106,0
1476,1133,1423,1
1329,1309,1314,1
1425,1790,1075,1
1069,1452,1851,1
1445,1613,1078,1
1608,1814,1016,1
1150,1304,1811,1
1436,1671,1074,1
1949,1086,1464,0
1583,1088,1441,1
1104,1473,1488,1
1022,1823,1587,1
1040,1544,1874,1
1200,1626,1255,1
1051,1485,1693,1
1005,1713,1675,1
1243,1219,1594,1
1144,1646,1321,1
1580,1048,1548,1
1473,1062,1860,1
1012,1624,1704,1
1028,1842,1567,1
1398,1102,1888,1
1557,1151,1343,1
1674,1324,1137,1
1516,1183,1318,1
1034,1739,1528,1
1739,1230,1209,1
1456,1074,1886,1
1846,1061,1469,1
1103,1391,1629,1
1077,1420,1764,1
1764,1300,1150,1
1137,1350,1584,1
1707,1229,1212,1
1070,1450,1850,1
1220,1238,1610,1
1157,1375,1485,1
1852,1028,1576,1
1414,1576,1103,1
1670,1177,1272,1
1687,1003,1733,1
1278,1173,1829,1
1101,1416,1579,1
1821,1506,1044,1
1805,1018,1595,1
1637,1427,1083,1
1921,1202,1267,1
1805,1613,1015,1
1339,1896,1140,1
1390,1117,1928,1
1074,1465,1595,1
1670,1039,1526,1
1422,1613,1090,1
1379,1326,1254,1
1797,1208,1233,1
1785,1365,1107,1
1031,1566,1861,1
1056,1749,1466,1
1143,1523,1372,1
1092,1677,1397,1
1510,1283,1215,1
1596,1153,1324,1
1531,1392,1128,1
1800,1020,1587,1
1337,1563,1152,1
1363,1123,1610,1
1803,1645,1009,1
1389,1304,1267,1
1657,1068,1452,1
1059,1720,1461,1
1569,1179,1298,1
1302,1259,1403,1
1282,1223,1493,1
1626,1013,1684,1
1900,1160,1312,0
1078,1419,1719,1
1852,1145,1318,1
1650,1261,1190,1
1306,1330,1315,1
1612,1030,1594,1
1691,1260,1185,1
1401,1402,1184,1
1789,1156,1294,1
1172,1327,1972,0
1316,1236,1418,1
1489,1627,1058,1
1217,1266,1961,1
1426,1689,1076,1
1752,1419,1077,1
1642,1008,1776,1
1651,1574,1028,1
1920,1098,1421,1
1439,1114,1503,1
1470,1334,1192,1
1088,1604,1429,1
1405,1505,1131,1
1183,1989,1321,0
3271,3175,3702,0
3590,3163,3311,0
3070,3453,3641,0
3200,3242,3711,0
3618,3053,3507,0
3727,3246,3195,0
3538,3193,3294,0
3629,3231,3223,0
3629,3058,3486,0
3383,3894,3112,0
