z1,z2,z3,nondominated
-406,-704,-86,1
-215,-600,-248,1
-447,-285,-247,1
-274,-699,-174,0
-548,-767,-29,1
-637,-11,-712,1
-652,-798,-9,1
-336,-439,-209,1
-215,-287,-995,1
-21,-608,-850,1
-557,-753,-26,1
-378,-228,-363,1
-243,-213,-625,1
-73,-565,-489,1
-717,-2,-776,1
-422,-758,-77,1
-616,-17,-828,1
-58,-503,-602,1
-77,-911,-463,1
-188,-256,-760,0
-144,-980,-375,1
-176,-351,-480,1
-909,-147,-336,1
-232,-269,-503,1
-898,-210,-253,1
-610,-171,-297,1
-745,-6,-664,1
-626,-602,-26,1
-288,-169,-654,1
-180,-753,-265,1
-449,-91,-561,1
-200,-780,-243,1
-561,-58,-534,1
-98,-799,-384,1
-360,-116,-669,0
-472,-784,-55,1
-326,-133,-763,1
-864,-175,-284,1
-538,-43,-880,1
-861,-210,-243,0
-602,-251,-212,1
-459,-520,-100,1
-501,-61,-905,1
-582,-20,-747,1
-258,-995,-241,1
-135,-427,-470,1
-279,-212,-525,1
-398,-432,-171,1
-754,-454,-62,0
-214,-304,-477,1
-116,-458,-480,1
-251,-200,-848,1
-25,-636,-599,1
-499,-53,-642,0
-326,-665,-138,1
-861,-56,-490,1
-347,-264,-348,1
-237,-204,-765,1
-890,-207,-254,1
-46,-543,-899,1
-195,-857,-259,1
-634,-18,-641,1
-351,-499,-168,1
-569,-43,-582,1
-74,-482,-928,1
-171,-819,-280,1
-321,-156,-596,1
-108,-379,-857,1
-529,-35,-714,0
-791,-124,-340,1
-402,-673,-91,1
-89,-944,-456,1
-13,-671,-640,1
-95,-464,-526,1
-34,-532,-774,0
-41,-518,-687,0
-363,-113,-676,1
-27,-692,-562,1
-859,-29,-579,1
-10,-653,-690,1
-107,-390,-618,1
-356,-115,-703,1
-118,-912,-382,1
-284,-885,-180,0
-523,-315,-184,1
-160,-291,-697,1
-841,-632,-16,1
-273,-183,-640,1
-190,-265,-856,0
-536,-668,-37,1
-46,-749,-495,0
-564,-26,-802,1
-907,-475,-71,1
-719,-50,-486,0
-392,-92,-747,1
-12,-640,-690,1
-409,-292,-265,1
-784,-383,-98,1
-445,-70,-678,1
-16,-690,-616,1
-42,-670,-518,1
-397,-800,-91,1
-865,-122,-359,1
-792,-137,-322,0
-360,-116,-669,0
-317,-833,-145,0
-332,-762,-128,1
-81,-587,-455,0
-324,-982,-180,1
-61,-907,-503,1
-125,-874,-356,0
-621,-558,-38,1
-939,-340,-153,1
-186,-362,-446,1
-732,-214,-227,1
-809,-25,-572,0
-38,-530,-827,0
-600,-315,-159,1
-532,-594,-51,1
-780,-162,-287,1
-267,-629,-190,1
