z1,z2,z3,nondominated
-432,-176,-269,0
-407,-871,-358,0
-335,-269,-218,0
-727,-505,-988,1
-714,-373,-831,0
-839,-463,-331,0
-189,-863,-470,0
-180,-791,-359,0
-628,-119,-275,0
-928,-279,-475,0
-820,-629,-384,0
-752,-465,-980,1
-735,-603,-66,0
-518,-978,-758,1
-456,-734,-409,0
-702,-223,-506,0
-599,-969,-527,1
-394,-625,-630,0
-913,-787,-638,1
-832,-142,-84,0
-826,-50,-823,0
-359,-534,-92,0
-127,-107,-784,0
-216,-914,-929,1
-667,-141,-273,0
-133,-576,-537,0
-412,-212,-555,0
-124,-2,-769,0
-772,-627,-409,0
-816,-819,-428,1
-363,-312,-448,0
-881,-276,-410,0
-265,-406,-155,0
-872,-738,-839,1
-77,-505,-361,0
-471,-175,-154,0
-186,-762,-379,0
-252,-1,-925,0
-984,-395,-414,1
-444,-992,-772,1
-799,-528,-15,0
-847,-597,-598,0
-639,-249,-45,0
-415,-423,-2,0
-613,-676,-983,1
-430,-899,-299,0
-652,-690,-205,0
-440,-204,-844,0
-284,-923,-651,0
-389,-161,-5,0
-913,-103,-55,0
-199,-636,-441,0
-151,-575,-618,0
-39,-34,-818,0
-283,-831,-10,0
-453,-514,-872,0
-771,-201,-808,0
-19,-505,-454,0
-136,-607,-257,0
-863,-639,-611,0
-946,-787,-197,0
-691,-665,-283,0
-993,-14,-972,1
-407,-792,-784,1
-968,-790,-488,1
-252,-499,-203,0
-432,-509,-877,0
-871,-505,-121,0
-229,-696,-473,0
-917,-771,-837,1
-247,-34,-836,0
-90,-872,-489,0
-561,-450,-574,0
-170,-955,-48,0
-181,-590,-519,0
-399,-26,-139,0
-72,-125,-146,0
-360,-862,-27,0
-297,-951,-822,1
-132,-748,-519,0
-354,-825,-739,0
