z1,z2,z3,nondominated
1812,1237,1784,0
1879,1141,1841,0
1018,1708,1321,0
1015,1744,1269,0
1757,1271,1890,0
1163,1981,1177,0
1109,1940,1256,0
1877,1227,1697,0
1687,1048,1984,0
1812,1237,1784,0
1037,1920,1094,0
1191,1799,1005,0
1031,1747,1292,0
1278,1950,1040,0
1194,1934,1043,0
1758,1284,1957,0
1138,1776,1043,0
1075,1674,1086,0
1285,1910,1132,0
1808,1166,1892,0
1723,1143,1932,0
1219,1727,1016,0
1931,1053,1791,0
1323,1878,1217,0
1717,1264,1841,0
1706,1179,1863,0
1231,1772,1159,0
1816,1005,1954,0
1881,1237,1862,0
1316,1893,1222,0
1950,1215,1732,0
1972,1295,1674,0
1723,1317,1917,0
1766,1234,1772,0
1140,1956,1219,0
1698,1033,1670,0
1080,1993,1326,0
1733,1091,1968,0
1917,1022,1925,0
1723,1317,1917,0
1740,1199,1826,0
1299,1817,1169,0
1789,1279,1940,0
1744,1137,1783,0
1143,1923,1099,0
1677,1050,1880,0
1741,1133,1896,0
1929,1186,1858,0
1194,1961,1261,0
1830,1080,1865,0
1964,1179,1701,0
1117,1741,1193,0
1835,1269,1946,0
1942,1311,1977,0
1904,1332,1686,0
1814,1148,1678,0
1711,1166,1770,0
1264,1907,1268,0
1677,1293,1798,0
1667,1085,1862,0
1775,1255,1795,0
1234,1841,1191,0
1203,1687,1281,0
1883,1151,1967,0
1728,1199,1867,0
1137,1875,1109,0
1751,1073,1826,0
1110,1852,1188,0
1265,1743,1247,0
1104,1883,1109,0
1775,1066,1876,0
1818,1311,1881,0
1248,1983,1075,0
1711,1166,1770,0
1332,1670,1069,0
1712,1078,1736,0
1210,1684,1296,0
1099,1671,1252,0
1219,1685,1305,0
1134,1759,1100,0
1093,1931,1131,0
1267,1870,1051,0
1701,1191,1839,0
1041,1855,1216,0
1148,1884,1151,0
1033,1852,1157,0
1787,1017,1834,0
1935,1023,1686,0
1166,1791,1287,0
1816,1021,1694,0
1069,1759,1292,0
1913,1290,1710,0
1150,1834,1134,0
1314,1925,1134,0
1984,1086,1791,0
1102,1887,1206,0
1893,1128,1870,0
1700,1134,1981,0
1176,1824,1140,0
1325,1881,1263,0
169,104,187,1
116,197,108,1
169,126,176,1
171,129,188,0
199,103,200,0
192,102,185,1
188,108,190,0
170,134,187,0
133,196,112,1
178,123,189,0
