z1,z2,z3,nondominated
-1777,-1574,-1139,0
-1242,-1639,-1445,0
-1220,-1940,-1689,1
-1856,-1619,-1349,0
-1742,-1518,-1524,0
-1285,-1113,-1515,0
-1935,-1033,-1100,0
-1830,-1194,-1540,0
-1523,-1801,-1768,1
-1271,-1233,-1998,1
-1001,-1350,-1907,0
-1156,-1295,-1815,0
-1365,-1233,-1133,0
-1853,-1802,-1751,1
-1914,-1393,-1835,1
-1482,-1409,-1111,0
-1011,-1101,-1301,0
-1963,-1103,-1046,1
-1686,-1919,-1482,1
-1455,-1202,-1598,0
-1371,-1051,-1563,0
-1399,-1898,-1267,0
-1941,-1821,-1546,1
-1726,-1232,-1554,0
-1073,-1569,-1800,1
-1686,-1576,-1473,0
-1547,-1886,-1221,0
-1006,-1059,-1031,0
-1774,-1232,-1996,1
-1173,-1292,-1246,0
-1136,-1663,-1670,0
-1264,-1705,-1507,0
-1184,-1464,-1923,1
-1541,-1503,-1648,0
-1138,-1485,-1681,0
-1168,-1270,-1622,0
