z1,z2,z3,nondominated
-259,-732,-185,1
-314,-184,-975,1
-404,-611,-101,1
-213,-979,-281,1
-24,-852,-595,1
-226,-649,-225,1
-431,-78,-842,1
-508,-50,-860,1
-717,-213,-229,1
-206,-774,-235,0
-132,-339,-854,0
-2,-740,-706,1
-636,-18,-641,1
-560,-200,-278,1
-827,-270,-181,1
-136,-582,-355,1
-535,-38,-662,1
-279,-183,-883,0
-352,-755,-115,0
-356,-272,-329,1
-330,-202,-461,1
-532,-863,-42,1
-261,-188,-827,1
-681,-4,-747,1
-255,-337,-369,1
-576,-255,-216,1
-357,-979,-155,1
-463,-736,-58,1
-205,-649,-246,0
-735,-479,-52,1
-490,-49,-792,0
-50,-689,-490,1
-580,-24,-821,1
-403,-124,-971,1
-661,-374,-108,1
-30,-558,-820,1
-176,-298,-585,0
-62,-494,-899,1
-9,-658,-814,1
-344,-177,-490,1
-621,-517,-50,1
-347,-264,-348,1
-629,-133,-344,1
-753,-286,-162,1
-397,-93,-683,0
-214,-851,-237,1
-887,-407,-98,1
-246,-345,-372,1
-801,-329,-132,0
-128,-396,-970,1
-135,-328,-681,0
-579,-830,-25,1
-628,-567,-34,1
-108,-381,-860,0
-590,-24,-660,1
-424,-319,-232,1
-376,-709,-102,1
-525,-775,-36,0
-879,-435,-83,1
-360,-116,-669,0
-512,-422,-120,1
-830,-294,-161,1
-459,-520,-100,1
-208,-289,-517,1
-201,-303,-994,1
-668,-542,-35,1
-135,-358,-919,1
-476,-255,-259,1
-412,-608,-97,1
-156,-749,-295,1
-326,-795,-135,0
-119,-347,-746,0
-579,-21,-728,0
-892,-340,-139,0
-83,-416,-811,1
-480,-314,-204,1
-567,-143,-352,1
-780,-623,-12,1
-571,-218,-254,1
-587,-19,-764,1
-98,-456,-528,1
-640,-10,-789,1
-328,-950,-165,1
-125,-364,-896,0
-339,-549,-157,1
-629,-235,-220,1
-613,-57,-502,1
-91,-521,-476,1
-146,-668,-315,1
-440,-82,-613,1
-401,-463,-153,1
-653,-169,-288,1
-292,-467,-229,1
-126,-347,-654,0
-554,-837,-32,1
-895,-204,-259,1
-394,-103,-626,0
-788,-367,-107,1
-175,-343,-497,1
-353,-604,-132,0
-45,-893,-542,1
-353,-453,-189,1
-322,-293,-339,1
-199,-964,-290,1
-320,-711,-138,0
-476,-80,-559,1
-244,-227,-927,1
-609,-863,-23,1
-645,-465,-65,1
-959,-365,-142,1
-80,-477,-942,1
-557,-95,-442,1
-453,-114,-489,1
-186,-432,-373,1
-644,-182,-273,1
-637,-236,-218,1
-157,-296,-699,0
-445,-781,-67,1
-877,-522,-48,1
-34,-670,-544,1
-780,-129,-333,1
