z1,z2,z3,nondominated
867,494,470,0
650,963,1000,0
516,385,30,1
198,201,860,0
855,352,80,0
462,96,346,0
787,455,458,0
63,56,748,0
673,898,772,0
283,808,984,0
897,79,209,0
896,999,484,0
943,88,460,0
542,375,128,0
160,631,598,0
758,564,130,0
684,292,80,0
643,191,475,0
260,858,533,0
421,514,471,0
21,255,247,0
143,902,277,0
852,995,282,0
980,851,978,0
375,921,531,0
616,439,246,0
526,463,98,0
629,221,869,0
671,566,55,0
713,540,26,1
286,471,426,0
128,576,806,0
893,576,635,0
863,758,765,0
419,474,712,0
1,332,293,1
82,68,98,0
14,40,52,1
36,7,78,0
9,8,75,0
5,5,56,1
26,1,93,1
