z1,z2,z3,nondominated
1686,1579,1764,0
1713,1829,1361,0
1591,1840,1563,0
1320,1740,1813,0
1587,1460,1886,0
1831,1600,1570,0
1582,1920,1196,0
1884,1649,1290,0
1961,1141,1463,0
1479,1675,1824,0
1796,1067,1731,0
1116,1654,1868,0
1440,1963,1382,0
1481,1582,1882,0
1432,1606,1885,0
1085,1477,1946,0
1351,1657,1872,0
1475,1563,1893,0
1995,1332,1288,0
1874,1432,1624,0
1508,1739,1757,0
1172,1685,1856,0
1804,1188,1751,0
1712,1669,1666,0
1260,1983,1410,0
1053,1782,1740,0
1526,1114,1934,0
1387,1360,1979,0
1525,1935,1115,0
1761,1081,1773,0
1721,1423,1807,0
1388,1262,1987,0
1644,1361,1879,0
1068,1744,1784,0
1887,1292,1643,0
1561,1931,1208,0
1268,1669,1872,0
1617,1552,1830,0
1575,1471,1889,0
1390,1832,1701,0
1308,1342,1992,0
1530,1809,1665,0
1872,1047,1616,0
1813,1698,1463,0
1432,1236,1978,0
1963,1479,1206,0
1803,1737,1110,0
1434,1874,1623,0
1858,1630,1468,0
180,170,150,1
181,157,164,1
161,154,185,1
110,162,189,1
165,187,144,1
156,136,193,1
162,111,189,1
