z1,z2,z3,nondominated
-1424,-1144,-1451,1
-1181,-1878,-1278,1
-1653,-1512,-1046,1
-1200,-1257,-1882,1
-1020,-1589,-1696,1
-1680,-1743,-1003,1
-1160,-1333,-1953,1
-1390,-1117,-1928,1
-1964,-1215,-1269,1
-1290,-1345,-1318,1
-1454,-1070,-1865,1
-1176,-1627,-1283,1
-1555,-1152,-1342,1
-1266,-1220,-1966,1
-1300,-1867,-1162,0
-1020,-1703,-1583,1
-1637,-1533,-1041,1
-1356,-1120,-1646,1
-1245,-1221,-1917,1
-1603,-1330,-1146,0
-1121,-1375,-1586,1
-1502,-1460,-1104,1
-1240,-1880,-1215,1
-1853,-1502,-1050,1
-1136,-1605,-1345,1
-1609,-1197,-1263,0
-1059,-1458,-1750,1
-1029,-1556,-1825,1
-1537,-1045,-1891,1
-1593,-1358,-1130,1
-1377,-1382,-1214,1
-1975,-1298,-1195,1
-1429,-1094,-1919,1
-1966,-1350,-1154,1
-1116,-1686,-1354,1
-1246,-1237,-1539,1
-1662,-1258,-1191,0
-1223,-1217,-1743,0
-1319,-1185,-1511,1
-1871,-1187,-1270,1
-1197,-1424,-1362,1
-1535,-1904,-1048,1
-1443,-1879,-1078,1
-1489,-1114,-1451,1
-1262,-1267,-1447,1
-1246,-1198,-1687,0
-1181,-1294,-1925,1
-1058,-1593,-1507,1
-1777,-1162,-1285,1
-1119,-1514,-1421,1
-1083,-1437,-1610,1
-1504,-1400,-1134,1
-1094,-1394,-1678,1
-1612,-1014,-1797,1
-1300,-1867,-1162,0
-1494,-1915,-1065,1
-1177,-1283,-1878,0
-1059,-1811,-1465,1
-1272,-1192,-1599,0
-1465,-1337,-1193,1
-1776,-1651,-1007,1
-1440,-1731,-1067,0
-1472,-1720,-1054,0
-1671,-1097,-1390,0
-1486,-1151,-1384,1
-1188,-1259,-1680,1
-1067,-1451,-1673,1
-1563,-1366,-1134,1
-1574,-1378,-1123,1
-1283,-1603,-1182,1
-1690,-1090,-1398,0
-1823,-1207,-1238,0
-1740,-1051,-1479,1
-1558,-1875,-1036,1
-1134,-1718,-1324,1
-1044,-1509,-1828,1
-1320,-1342,-1290,1
-1019,-1727,-1585,1
-1244,-1353,-1364,1
-1059,-1752,-1458,0
-1159,-1329,-1560,0
-1690,-1729,-1003,1
-1143,-1764,-1309,1
-1951,-1234,-1245,1
-1125,-1375,-1572,1
-1272,-1212,-1960,1
-1610,-1102,-1399,1
-1584,-1114,-1388,1
-1110,-1921,-1398,1
-1027,-1754,-1549,1
-1842,-1272,-1180,0
-1458,-1550,-1089,1
-1217,-1931,-1255,1
-1081,-1418,-1681,1
-1658,-1652,-1012,1
-1848,-1471,-1061,1
-1071,-1432,-1784,1
-1942,-1101,-1427,1
-1151,-1569,-1336,1
-1931,-1427,-1098,1
