z1,z2,z3,nondominated
-1885,-1788,-1277,1
-1502,-1495,-1991,1
-1190,-1073,-1624,0
-1668,-1251,-1280,0
-1515,-1917,-1464,0
-1077,-1244,-1466,0
-1115,-1879,-1804,0
-1727,-1887,-1140,0
-1483,-1109,-1894,0
-1469,-1019,-1924,0
-1674,-1222,-1402,0
-1116,-1768,-1065,0
-1515,-1559,-1646,0
-1760,-1011,-1782,0
-1235,-1084,-1161,0
-1178,-1407,-1060,0
-1669,-1749,-1441,0
-1241,-1977,-1478,1
-1861,-1973,-1811,1
-1343,-1552,-1200,0
-1157,-1699,-1363,0
-1098,-1255,-1344,0
-1386,-1259,-1197,0
-1922,-1411,-1620,1
-1824,-1732,-1163,0
-1836,-1765,-1654,0
-1062,-1982,-1968,1
-1469,-1141,-1869,0
-1824,-1027,-1457,0
-1480,-1691,-1312,0
-1758,-1015,-1626,0
-1317,-1208,-1495,0
-1623,-1107,-1771,0
-1315,-1392,-1156,0
-1621,-1642,-1831,1
-1189,-1318,-1144,0
-1752,-1641,-1768,0
-1564,-1938,-1608,0
-1702,-1729,-1689,0
-1835,-1531,-1980,1
