z1,z2,z3,nondominated
-1815,-1716,-1410,1
-1226,-1760,-1799,1
-1442,-1826,-1690,0
-1905,-1047,-1555,0
-1840,-1216,-1712,1
-1644,-1793,-1584,1
-1586,-1895,-1065,0
-1010,-1689,-1809,0
-1361,-1276,-1991,1
-1353,-1343,-1987,1
-1519,-1935,-1395,1
-1322,-1818,-1734,1
-1778,-1776,-1336,1
-1099,-1776,-1762,0
-1961,-1353,-1467,1
-1192,-1481,-1961,1
-1801,-1721,-1444,1
-1710,-1189,-1839,1
-1835,-1716,-1311,1
-1089,-1775,-1761,0
-1886,-1619,-1101,1
-1651,-1737,-1655,1
-1701,-1838,-1137,0
-1588,-1342,-1913,1
-1757,-1508,-1739,1
-1355,-1734,-1813,1
-1282,-1252,-1999,1
-1829,-1707,-1385,1
-1178,-1983,-1394,1
-1482,-1573,-1886,1
-1866,-1042,-1624,1
-1648,-1313,-1882,1
-1437,-1792,-1733,1
-1691,-1109,-1840,1
-1899,-1378,-1604,1
-1161,-1926,-1562,1
-1037,-1716,-1798,0
-1545,-1519,-1885,1
-1599,-1555,-1840,1
-1964,-1439,-1383,1
-1848,-1654,-1044,1
-1818,-1260,-1739,1
-1993,-1340,-1299,1
-1086,-1470,-1948,0
-1677,-1709,-1661,1
-1309,-1773,-1784,1
-1913,-1232,-1600,1
-1273,-1956,-1501,1
-1158,-1674,-1862,1
-1473,-1914,-1517,1
-1878,-1031,-1596,0
-1588,-1917,-1192,1
-1442,-1826,-1690,0
-1299,-1469,-1966,1
-1559,-1253,-1934,1
-1128,-1474,-1955,0
-1188,-1782,-1775,1
-1659,-1571,-1791,1
-1381,-1500,-1945,1
-1850,-1239,-1700,1
-1974,-1439,-1195,1
-1513,-1947,-1167,1
-1978,-1419,-1317,1
-1714,-1839,-1234,1
-1725,-1741,-1559,1
-1798,-1032,-1713,0
-1976,-1410,-1350,1
-1355,-1939,-1528,1
-1797,-1763,-1249,1
-1191,-1364,-1989,1
-1328,-1962,-1473,1
-1267,-1429,-1978,1
-1525,-1359,-1939,1
-1516,-1612,-1851,1
-1938,-1537,-1170,0
-1938,-1537,-1170,0
-1571,-1894,-1462,1
-1852,-1514,-1612,1
-1038,-1889,-1580,1
-1142,-1936,-1534,1
-1657,-1505,-1826,1
