z1,z2,z3,nondominated
-388,-415,-969,1
-705,-738,-594,1
-532,-405,-928,1
-146,-950,-499,0
-151,-754,-796,1
-846,-664,-442,1
-752,-793,-122,1
-993,-333,-189,1
-499,-69,-934,0
-577,-209,-924,1
-924,-575,-308,1
-877,-32,-599,0
-596,-274,-915,1
-370,-192,-988,1
-345,-915,-585,1
-596,-829,-580,1
-490,-954,-156,1
-735,-86,-798,0
-753,-12,-753,0
-923,-549,-396,1
-277,-392,-986,1
-742,-673,-627,1
-680,-862,-312,1
-882,-639,-359,1
-422,-862,-649,1
-724,-378,-818,1
-283,-955,-505,1
-401,-379,-973,1
-816,-112,-722,1
-865,-678,-216,1
-848,-703,-267,1
-866,-34,-620,0
-887,-476,-576,1
-308,-734,-820,1
-931,-393,-531,1
-987,-196,-377,1
-676,-134,-856,1
-394,-943,-499,1
-539,-591,-853,1
-900,-439,-574,1
-417,-935,-507,1
-550,-914,-429,1
-920,-498,-479,1
-632,-473,-857,1
-936,-545,-318,1
-941,-539,-291,1
-275,-975,-440,1
-889,-404,-612,1
-546,-216,-938,1
-451,-730,-791,1
-296,-454,-970,1
-884,-306,-647,1
-515,-212,-951,1
-671,-413,-849,1
-649,-873,-378,1
-453,-956,-404,1
-959,-454,-387,1
-673,-827,-24,0
-343,-655,-875,1
-463,-302,-967,1
-98,-803,-734,0
-674,-867,-202,1
-539,-864,-570,1
-373,-824,-717,1
-380,-989,-255,1
-673,-758,-604,1
-777,-565,-681,1
-967,-426,-384,1
-206,-959,-490,1
-728,-271,-828,1
-31,-592,-880,1
-476,-403,-949,1
-970,-156,-437,1
-770,-788,-197,1
-430,-540,-918,1
-953,-153,-494,1
-696,-189,-850,1
-975,-384,-390,1
-330,-989,-355,1
-723,-437,-801,1
-529,-863,-581,1
-88,-949,-470,0
-155,-719,-828,1
-38,-816,-695,0
-751,-179,-803,1
-539,-942,-243,1
-753,-785,-98,0
-823,-733,-213,1
-973,-446,-206,1
-846,-370,-691,1
-961,-490,-236,1
-731,-823,-194,1
-609,-885,-427,1
-449,-961,-384,1
-646,-887,-259,1
-978,-138,-391,1
-159,-927,-559,1
-754,-377,-791,1
-356,-803,-746,1
-282,-969,-462,1
-977,-253,-433,1
-46,-906,-552,0
-949,-497,-368,1
-826,-655,-510,1
-729,-507,-767,1
-868,-585,-511,1
-782,-746,-64,0
-509,-935,-412,1
-161,-426,-974,1
-955,-459,-102,0
-601,-910,-311,1
-908,-543,-460,1
-966,-473,-270,1
-653,-859,-422,1
-666,-197,-872,1
-460,-353,-963,1
-370,-948,-496,1
-988,-180,-367,1
-499,-781,-718,1
-804,-755,-293,1
-222,-901,-622,1
