z1,z2,z3,nondominated
-1606,-1909,-1210,1
-1104,-1438,-1961,1
-1674,-1276,-1868,1
-1041,-1703,-1810,1
-1296,-1851,-1696,1
-1558,-1451,-1904,1
-1451,-1397,-1957,1
-1604,-1675,-1757,1
-1994,-1290,-1336,1
-1819,-1040,-1691,1
-1969,-1390,-1411,1
-1679,-1091,-1844,1
-1524,-1948,-1250,1
-1955,-1504,-1231,1
-1530,-1588,-1858,1
-1452,-1617,-1872,1
-1921,-1579,-1310,1
-1818,-1234,-1739,1
-1591,-1840,-1563,1
-1601,-1911,-1196,1
-1360,-1617,-1895,1
-1064,-1603,-1885,0
-1912,-1573,-1109,0
-1156,-1802,-1749,1
-2000,-1270,-1244,1
