z1,z2,z3,nondominated
-1046,-1702,-1106,0
-1302,-1790,-1116,0
-1118,-1758,-1267,0
-1437,-1704,-1529,0
-1419,-1593,-1423,0
-1125,-1600,-1097,0
-1627,-1573,-1322,0
-1463,-1098,-1593,0
-1896,-1969,-1709,1
-1866,-1379,-1401,0
-1724,-1956,-1996,1
-1641,-1296,-1272,0
-1539,-1597,-1716,0
-1576,-1454,-1331,0
-1321,-1961,-1731,1
-1195,-1639,-1082,0
-1224,-1891,-1942,0
-1371,-1718,-1580,0
-1530,-1184,-1786,0
-1773,-1630,-1625,0
-1420,-1832,-1888,0
-1467,-1049,-1470,0
-1726,-1949,-1065,0
-1075,-1976,-1423,1
-1245,-1858,-1248,0
-1116,-1159,-1686,0
-1519,-1197,-1287,0
-1865,-1726,-1749,0
-1720,-1569,-1245,0
-1757,-1367,-1624,0
-1029,-1356,-1122,0
-1462,-1811,-1816,0
-1513,-1737,-1117,0
-1593,-1896,-1538,0
-1891,-1811,-1919,1
-1511,-1385,-1241,0
-1865,-1612,-1294,0
-1975,-1788,-1437,1
-1357,-1193,-1294,0
-1252,-1395,-1965,0
