z1,z2,z3,nondominated
-10,-2,-5,0
-7,-6,-8,0
-5,-9,-6,0
-8,-6,-7,0
-3,-7,-9,0
-2,-7,-9,0
-8,-8,-3,1
-6,-7,-8,0
-7,-8,-6,0
-4,-6,-10,1
-9,-6,-5,1
-5,-5,-9,0
-6,-9,-2,0
-3,-10,-4,0
-6,-5,-9,0
-8,-5,-7,0
-8,-7,-2,0
-7,-3,-9,0
-6,-5,-9,0
-6,-9,-2,0
-4,-10,-5,1
-9,-1,-6,0
-10,-4,-4,0
-4,-7,-9,1
-4,-3,-10,0
-5,-5,-9,0
-4,-4,-10,0
-10,-4,-4,0
-7,-6,-8,0
-5,-9,-7,1
-6,-9,-6,1
-1,-8,-8,0
-10,-4,-5,0
-8,-6,-7,0
-7,-8,-7,1
-7,-9,-4,1
-7,-9,-3,0
-7,-6,-8,0
-2,-8,-8,0
-9,-4,-7,1
-7,-1,-9,0
-6,-5,-9,0
-5,-8,-7,0
-5,-10,-4,0
-10,-4,-6,1
-7,-6,-8,0
-5,-8,-7,0
-9,-1,-6,0
-8,-7,-2,0
-7,-4,-9,1
-6,-9,-5,0
-9,-6,-2,0
-9,-5,-6,1
-9,-7,-2,1
-8,-1,-8,1
-4,-3,-10,0
-2,-7,-8,0
-5,-10,-4,0
-7,-9,-3,0
-3,-6,-9,0
-3,-8,-8,1
-10,-5,-4,1
-3,-6,-9,0
-7,-7,-8,1
