z1,z2,z3,nondominated
-626,-584,-279,0
-848,-797,-670,1
-632,-519,-928,1
-705,-545,-726,0
-14,-265,-715,0
-177,-644,-950,1
-435,-907,-272,0
-442,-684,-7,0
-26,-150,-803,0
-352,-404,-180,0
-985,-990,-299,1
-344,-305,-51,0
-696,-320,-615,0
-750,-372,-605,0
-822,-621,-545,0
-658,-99,-320,0
-103,-127,-366,0
-481,-220,-797,0
-889,-309,-682,1
-566,-51,-662,0
-585,-254,-424,0
-859,-789,-807,1
-644,-142,-385,0
-878,-618,-364,1
-109,-163,-400,0
-390,-472,-286,0
-287,-178,-6,0
-226,-217,-70,0
-404,-648,-660,0
-788,-426,-923,1
-91,-823,-545,0
-349,-964,-453,1
-517,-890,-816,1
-62,-325,-558,0
-91,-818,-98,0
