z1,z2,z3,nondominated
-1253,-1721,-1290,1
-1749,-1143,-1775,0
-1258,-1710,-1002,0
-1209,-1972,-1000,0
-1938,-1272,-1689,0
-1733,-1155,-1934,0
-1798,-1307,-1935,0
-1940,-1206,-1698,0
-1126,-1859,-1281,1
-1686,-1024,-1702,0
-1998,-1320,-1783,1
-1843,-1104,-1829,0
-1680,-1323,-1719,0
-1759,-1300,-1787,0
-1884,-1327,-1881,1
-1948,-1087,-1755,0
-1869,-1069,-1781,0
-1312,-1844,-1244,1
-1046,-1827,-1234,0
-1104,-1883,-1109,0
-1230,-1690,-1029,0
-1998,-1094,-1934,1
-1223,-1719,-1062,0
-1089,-1745,-1121,0
-1887,-1119,-1973,0
-1906,-1123,-1866,0
-1954,-1320,-1977,1
-1944,-1037,-1863,0
-1831,-1254,-1857,0
-1694,-1212,-1885,0
-1048,-1728,-1092,0
-1017,-1804,-1155,0
-1240,-1980,-1118,1
-1025,-1721,-1125,0
-1287,-1666,-1112,0
-1198,-1949,-1129,1
-1919,-1228,-1972,0
-1763,-1162,-1823,0
-1092,-1974,-1333,1
-1761,-1148,-1910,0
