z1,z2,z3,nondominated
-1101,-1807,-1321,1
-1706,-1039,-1787,0
-1749,-1197,-1719,0
-1225,-1851,-1104,1
-1285,-1840,-1282,1
-1267,-1754,-1019,0
-1870,-1278,-2000,1
-1858,-1101,-1938,0
-1258,-1755,-1174,0
-1822,-1006,-1758,0
-1857,-1195,-1893,0
-1050,-1817,-1306,1
-1168,-1895,-1139,1
-1898,-1257,-1910,0
-1120,-1788,-1245,0
-1258,-1998,-1061,1
-1307,-1824,-1053,1
-1973,-1129,-1669,1
-1746,-1106,-1817,0
-1146,-1864,-1219,1
-1241,-1803,-1075,0
-1200,-1818,-1245,0
-1696,-1223,-1882,0
-1192,-1787,-1012,0
-1854,-1267,-1762,0
-1072,-1957,-1043,0
-1949,-1320,-1982,1
-1735,-1137,-1800,0
-1070,-1753,-1226,0
-1866,-1206,-1921,0
