z1,z2,z3,nondominated
-342,-137,-890,1
-55,-545,-560,0
-166,-577,-315,1
-743,-121,-343,1
-101,-863,-394,1
-534,-745,-33,1
-471,-128,-439,1
-215,-291,-497,1
-914,-302,-172,1
-831,-205,-243,0
-726,-99,-380,1
-51,-486,-699,1
-538,-577,-53,1
-648,-333,-136,1
-805,-498,-47,0
-5,-685,-789,1
-55,-545,-560,0
-398,-97,-646,1
-708,-428,-75,1
-118,-676,-355,1
-630,-11,-717,1
-503,-716,-44,1
-660,-109,-374,1
-82,-417,-811,0
-373,-791,-104,1
-286,-170,-655,1
-720,-179,-267,1
-697,-4,-717,1
-40,-814,-521,1
-744,-79,-417,0
-105,-430,-956,1
-470,-162,-381,1
-19,-624,-856,1
-726,-16,-602,0
-11,-677,-654,1
-285,-176,-629,1
-216,-717,-226,0
-709,-102,-376,1
-27,-564,-690,1
-890,-146,-329,0
-633,-96,-405,1
-143,-322,-653,1
-268,-730,-177,1
-62,-466,-665,1
-129,-803,-335,1
-553,-368,-137,1
-899,-151,-326,0
-584,-363,-131,1
-579,-799,-22,1
-372,-106,-691,1
-563,-83,-465,1
-1,-749,-749,1
-792,-17,-603,0
-780,-35,-530,1
-243,-209,-644,1
-238,-224,-900,0
-578,-62,-508,1
-614,-17,-682,1
-269,-385,-307,1
-492,-357,-167,1
-167,-325,-549,1
-497,-46,-710,1
-843,-524,-42,1
-177,-864,-281,1
-293,-871,-169,1
-351,-781,-117,0
-87,-423,-627,0
-909,-506,-60,1
-609,-19,-830,1
-457,-218,-312,0
-963,-167,-331,1
-357,-979,-155,1
-643,-12,-682,1
-554,-521,-64,1
-89,-721,-399,1
-33,-572,-630,1
-217,-904,-247,1
-206,-396,-376,1
-54,-647,-494,1
-332,-703,-130,0
-147,-310,-809,0
-533,-84,-485,1
-14,-763,-610,1
-482,-639,-60,1
-431,-78,-842,1
-604,-190,-274,1
-356,-400,-218,1
-612,-716,-15,1
-50,-578,-548,1
-193,-415,-379,1
-217,-413,-346,1
-171,-434,-395,1
-789,-500,-45,0
-62,-838,-468,1
-814,-81,-420,1
-535,-38,-662,1
-764,-683,-4,1
-246,-881,-212,1
-520,-161,-349,1
-601,-343,-139,1
-59,-747,-462,0
-154,-317,-886,1
-144,-310,-750,0
-65,-450,-708,1
-61,-853,-475,1
-730,-743,-1,1
-332,-376,-254,1
-457,-218,-312,0
-423,-88,-625,1
-183,-295,-933,1
-861,-21,-618,1
-8,-653,-771,1
-106,-682,-375,1
-241,-231,-931,1
-286,-553,-196,1
-739,-1,-760,1
-594,-20,-688,1
-886,-77,-451,1
-15,-689,-618,1
-330,-136,-665,0
-865,-461,-69,1
-549,-249,-231,1
-16,-796,-607,1
-493,-825,-51,1
-205,-583,-265,1
-661,-418,-85,1
-469,-370,-169,1
-890,-207,-254,1
-169,-280,-802,0
-309,-368,-281,1
-21,-588,-810,1
-96,-441,-943,1
-708,-631,-12,1
-384,-153,-484,1
-766,-305,-148,1
-244,-198,-745,1
-147,-307,-721,0
-183,-653,-271,1
-85,-784,-406,1
-569,-23,-739,1
-404,-250,-313,1
-865,-285,-174,1
-16,-614,-808,0
-45,-521,-857,1
