z1,z2,z3,nondominated
-1299,-1853,-1009,1
-1262,-1696,-1022,0
-1130,-1805,-1191,0
-1054,-1704,-1008,0
-1316,-1765,-1309,1
-1251,-1742,-1140,0
-1973,-1071,-1722,0
-1037,-1750,-1073,0
-1992,-1213,-1884,1
-1110,-1954,-1121,0
-1775,-1068,-1712,0
-1205,-1878,-1294,1
-1254,-1691,-1006,0
-1766,-1260,-1754,0
-1870,-1306,-1746,0
-1229,-1951,-1121,0
-1706,-1020,-1737,0
-1894,-1325,-1872,1
-1275,-1945,-1258,1
-1917,-1326,-1778,1
-1880,-1311,-1768,0
-1080,-1893,-1184,0
-1051,-1775,-1080,0
-1258,-1907,-1113,0
-1874,-1311,-1793,0
-1076,-1747,-1182,0
-1732,-1270,-1929,0
-1103,-1856,-1081,0
-1685,-1155,-1769,0
-1299,-1737,-1326,1
-1110,-1724,-1258,0
-1040,-1961,-1252,0
-1131,-1987,-1263,1
-1078,-1670,-1113,0
-1023,-1915,-1311,1
-1092,-1693,-1332,1
-1889,-1166,-1703,0
-1889,-1216,-1933,0
-1064,-1856,-1120,0
-1298,-1680,-1193,0
-1801,-1226,-1864,0
-1909,-1148,-1785,0
-1780,-1149,-1727,0
-1247,-1927,-1289,1
-1003,-1983,-1022,0
-1327,-1717,-1281,1
-1913,-1307,-1703,0
-1821,-1012,-1760,0
-1056,-1672,-1285,0
-1782,-1160,-1847,0
-1132,-1969,-1198,1
-1979,-1001,-1826,0
-1755,-1055,-1867,0
-1163,-1810,-1052,0
-1923,-1096,-1973,0
-1986,-1021,-1963,0
-1114,-1899,-1066,0
-1701,-1094,-1690,0
-1044,-1938,-1047,0
-1841,-1253,-1897,0
-1941,-1317,-1753,1
-1794,-1039,-1940,0
-1006,-1820,-1201,0
-1812,-1169,-1719,0
-1089,-1745,-1121,0
-1269,-1739,-1065,0
-1903,-1156,-1707,0
-1246,-1841,-1147,0
-1275,-1686,-1206,0
-1701,-1055,-1852,0
-1329,-1846,-1101,1
-1236,-1791,-1127,0
-1267,-1748,-1107,0
-1181,-1711,-1045,0
-1252,-1894,-1193,0
-1916,-1029,-1922,0
-1002,-1816,-1015,0
-1894,-1106,-1851,0
-1694,-1270,-1976,0
-1230,-1871,-1073,0
-1179,-1701,-1017,0
-1738,-1080,-1923,0
-1290,-1834,-1299,1
-1957,-1228,-1918,0
-1289,-1975,-1134,1
-1684,-1265,-1691,0
-1270,-1852,-1043,0
-1228,-1823,-1134,0
-1891,-1077,-1895,0
-1818,-1252,-1755,0
-1095,-1887,-1194,0
-1231,-1918,-1181,0
-1794,-1172,-1800,0
-1829,-1161,-1743,0
-1096,-1737,-1004,0
-1978,-1305,-1697,1
-1681,-1259,-1886,0
-1989,-1183,-1977,1
-1040,-1691,-1048,0
-1235,-1986,-1195,1
-1789,-1232,-1911,0
-1076,-1892,-1063,0
-1718,-1036,-1758,0
-1765,-1045,-1980,0
-1973,-1129,-1669,0
-1712,-1236,-1704,0
-1189,-1742,-1222,0
-1154,-1899,-1013,0
-1139,-1878,-1229,0
-1872,-1286,-1995,1
-1242,-1724,-1120,0
-1814,-1072,-1962,0
-1258,-1722,-1143,0
-1960,-1318,-1687,1
-1145,-1740,-1031,0
-1980,-1281,-1982,1
-1691,-1049,-1772,0
-1780,-1149,-1727,0
-1115,-1743,-1153,0
-1235,-1735,-1308,0
-1851,-1086,-1983,0
