z1,z2,z3,nondominated
-1727,-1177,-1671,0
-1720,-1019,-1723,0
-1133,-1954,-1220,0
-1034,-1887,-1099,0
-1852,-1271,-1813,1
-1673,-1294,-1694,0
-1891,-1259,-1789,1
-1777,-1225,-1696,0
-1878,-1315,-1754,1
-1957,-1130,-1704,0
-1045,-1698,-1069,0
-1044,-1938,-1047,0
-1032,-1787,-1098,0
-1232,-1999,-1158,1
-1334,-1841,-1272,1
-1297,-1697,-1180,0
-1315,-1670,-1048,0
-1802,-1197,-1909,1
-1118,-1704,-1313,1
-1705,-1017,-1870,0
-1110,-1670,-1240,0
-1078,-1670,-1113,0
-1063,-1839,-1192,0
-1233,-1902,-1199,0
-1246,-1772,-1046,0
-1197,-1784,-1063,0
-1011,-1720,-1166,0
-1782,-1182,-1998,1
-1918,-1153,-1784,0
-1756,-1068,-1681,0
-1817,-1066,-1976,0
-1285,-1982,-1249,1
-1970,-1107,-1666,0
-1162,-1795,-1079,0
-1995,-1190,-1993,1
-1209,-1972,-1000,0
-1899,-1154,-1810,0
-1168,-1914,-1292,1
-1817,-1193,-1902,1
-1057,-1837,-1063,0
