z1,z2,z3,nondominated
-1288,-1354,-1992,1
-1930,-1507,-1066,1
-1497,-1250,-1958,1
-1651,-1610,-1771,1
-1323,-1253,-1996,1
-1784,-1776,-1287,1
-1647,-1879,-1155,0
-1922,-1250,-1583,1
-1446,-1974,-1264,1
-1647,-1879,-1155,0
-1426,-1475,-1943,1
-1873,-1500,-1584,1
-1431,-1310,-1975,1
-1265,-1927,-1571,1
-1525,-1935,-1115,1
-1583,-1922,-1266,1
-1691,-1710,-1645,1
-1917,-1550,-1416,1
-1578,-1704,-1749,1
-1673,-1213,-1868,1
-1950,-1487,-1122,1
-1114,-1715,-1822,1
-1774,-1664,-1591,1
-1473,-1585,-1883,1
-1759,-1432,-1770,1
