z1,z2,z3,nondominated
996,252,331,0
852,174,691,0
758,585,690,0
278,991,363,0
346,772,780,0
341,505,950,0
919,588,210,0
627,274,898,0
932,154,548,0
977,421,324,0
509,204,953,0
691,623,729,0
230,975,440,0
675,566,782,0
344,944,519,0
698,568,761,0
680,820,480,0
828,100,704,0
908,574,408,0
978,427,207,0
116,771,773,0
488,942,416,0
972,449,205,0
503,903,520,0
280,373,989,0
893,576,44,0
642,509,835,0
434,467,944,0
266,307,998,0
517,446,923,0
651,23,841,0
505,178,952,0
460,333,965,0
545,940,261,0
539,942,246,0
780,452,742,0
398,982,324,0
798,345,754,0
227,990,370,0
547,830,622,0
890,606,89,0
458,913,534,0
534,921,71,0
359,418,973,0
616,562,826,0
404,910,573,0
602,811,604,0
684,831,443,0
800,663,550,0
908,103,579,0
932,250,563,0
912,600,297,0
771,733,9,0
803,615,602,0
887,604,75,0
455,497,928,0
280,978,427,0
908,303,606,0
653,883,250,0
893,609,396,0
518,943,149,0
768,740,19,0
913,585,358,0
352,435,970,0
69,72,65,1
91,57,7,1
78,3,74,1
65,2,85,1
32,97,46,1
51,83,66,1
55,25,94,1
54,91,48,1
