z1,z2,z3,nondominated
-1185,-1309,-1575,0
-1324,-1558,-1110,0
-1300,-1537,-1553,0
-1424,-1344,-1997,1
-1129,-1568,-1486,0
-1818,-1183,-1033,0
-1633,-1957,-1661,1
-1844,-1345,-1720,1
-1136,-1255,-1527,0
-1982,-1060,-1150,1
-1816,-1079,-1893,0
-1681,-1068,-1464,0
-1570,-1085,-1465,0
-1098,-1415,-1838,0
-1408,-1443,-1802,1
-1437,-1633,-1629,0
-1302,-1886,-1367,0
-1791,-1566,-1390,1
-1269,-1738,-1043,0
-1248,-1959,-1416,1
-1460,-1245,-1979,1
-1432,-1927,-1114,0
-1035,-1481,-1427,0
-1840,-1162,-1321,0
-1153,-1671,-1887,1
-1319,-1274,-1225,0
-1852,-1277,-1947,1
-1690,-1030,-1048,0
-1189,-1928,-1765,1
-1171,-1167,-1156,0
