z1,z2,z3,nondominated
-1224,-1759,-1152,0
-1261,-1867,-1172,0
-1719,-1246,-1779,0
-1274,-1811,-1059,0
-1687,-1140,-1889,0
-1151,-1918,-1264,1
-1159,-1842,-1182,0
-1953,-1325,-1687,1
-1326,-1822,-1328,1
-1175,-1681,-1157,0
-1747,-1330,-1939,1
-1827,-1111,-1847,0
-1976,-1021,-1726,0
-1079,-1805,-1023,0
-1969,-1076,-1830,1
-1004,-1904,-1168,0
-1059,-1990,-1229,1
-1250,-1924,-1245,1
-1314,-1830,-1019,1
-1198,-1889,-1197,0
-1750,-1091,-1985,0
-1261,-1913,-1234,1
-1234,-1894,-1237,0
-1884,-1233,-1742,0
-1123,-1695,-1021,0
-1102,-1732,-1098,0
-1194,-1789,-1233,0
-1038,-1699,-1002,0
-1137,-1933,-1097,0
-1036,-1826,-1315,1
-1218,-1817,-1021,0
-1308,-1823,-1103,1
-1741,-1190,-1747,0
-1204,-1837,-1081,0
-1780,-1092,-1668,0
-1251,-1718,-1147,0
-1067,-1790,-1119,0
-1891,-1254,-1976,1
-1796,-1124,-1986,0
-1038,-1675,-1065,0
-1026,-1940,-1323,1
-1277,-1924,-1050,1
-1178,-1998,-1185,1
-1691,-1048,-1950,0
-1981,-1105,-1791,1
-1032,-1718,-1111,0
-1311,-1709,-1257,0
-1842,-1165,-1677,0
-1811,-1240,-1989,1
