z1,z2,z3,nondominated
-965,-225,-943,1
-291,-919,-161,0
-695,-13,-915,0
-853,-92,-819,0
-817,-128,-833,0
-918,-97,-792,0
-292,-796,-311,1
-955,-8,-841,0
-862,-254,-819,0
-881,-245,-966,1
-820,-122,-792,0
-99,-674,-173,0
-163,-857,-108,0
-786,-77,-931,0
-902,-164,-823,0
-171,-980,-229,0
-48,-922,-136,0
-1,-760,-60,0
-36,-852,-296,0
-211,-988,-241,1
-945,-74,-997,1
-93,-672,-270,0
-874,-218,-836,0
-290,-752,-211,0
-924,-225,-806,0
-86,-1000,-108,1
-689,-203,-952,0
-962,-116,-696,0
-214,-969,-283,1
-21,-745,-185,0
-48,-698,-322,0
-262,-864,-26,0
-203,-819,-60,0
-30,-753,-306,0
-863,-14,-719,0
-803,-67,-866,0
-963,-298,-674,1
-723,-179,-874,0
-928,-320,-767,1
-819,-23,-971,0
-176,-787,-50,0
-84,-934,-334,1
-38,-739,-18,0
-262,-919,-290,1
-789,-41,-756,0
-331,-929,-229,1
-827,-163,-697,0
-877,-268,-792,1
-733,-175,-977,0
-714,-45,-769,0
-297,-732,-192,0
-693,-18,-703,0
-730,-128,-832,0
-890,-9,-888,0
-260,-749,-133,0
-925,-56,-809,0
-778,-122,-981,1
-871,-179,-781,0
-853,-143,-761,0
-198,-822,-96,0
-905,-227,-844,1
-184,-731,-53,0
-982,-139,-979,0
-830,-105,-959,0
-863,-281,-777,0
-250,-898,-11,0
-276,-826,-323,1
-29,-950,-280,0
-230,-938,-224,1
-935,-224,-780,0
-813,-220,-808,0
-129,-968,-249,0
-115,-937,-264,0
-272,-895,-334,1
-958,-194,-839,0
-304,-684,-170,0
-88,-778,-148,0
-249,-794,-9,0
-124,-773,-184,0
-830,-301,-803,0
-264,-863,-205,0
-7,-785,-164,0
-286,-699,-236,0
-801,-176,-738,0
-235,-728,-302,0
-738,-72,-686,0
-221,-854,-48,0
-134,-711,-190,0
-670,-208,-852,0
-986,-50,-826,0
-738,-198,-864,0
-23,-858,-253,0
-284,-798,-75,0
-772,-194,-874,0
-819,-257,-768,0
-918,-75,-693,0
-856,-94,-878,0
-233,-796,-16,0
-991,-215,-980,1
-28,-948,-153,0
-680,-72,-691,0
-773,-42,-908,0
-244,-845,-302,0
-992,-201,-735,1
-890,-102,-823,0
-241,-708,-231,0
-51,-848,-156,0
-251,-918,-275,0
-172,-984,-76,0
-209,-904,-18,0
-980,-223,-749,1
-65,-692,-56,0
-687,-3,-821,0
-695,-6,-698,0
-867,-303,-880,1
-720,-302,-723,0
-326,-668,-198,0
-158,-999,-261,1
-246,-871,-197,0
-59,-952,-103,0
-723,-228,-703,0
