z1,z2,z3,nondominated
665,643,14,0
314,282,361,0
403,127,522,0
541,620,43,0
884,95,412,0
602,631,26,0
617,59,495,0
306,974,190,0
770,8,653,1
634,18,641,0
119,734,347,0
150,314,644,0
154,828,303,0
122,602,370,0
630,575,32,0
118,501,435,0
43,707,505,0
205,248,643,0
181,824,269,0
462,371,172,0
231,680,214,0
561,866,34,0
441,573,91,0
683,35,536,0
732,227,215,0
331,130,780,0
44,838,517,0
697,154,300,0
162,596,312,0
550,376,133,0
31,626,582,0
321,156,596,0
160,426,421,0
427,105,548,0
619,493,59,0
590,229,236,0
91,36,14,1
67,12,37,1
3,74,58,1
13,74,35,1
76,50,5,1
75,42,8,1
