z1,z2,z3,nondominated
230,757,123,0
798,110,827,0
171,965,279,0
137,870,195,0
88,778,148,0
906,239,668,0
230,997,57,0
2,859,85,1
737,67,736,0
737,166,823,0
938,130,953,0
240,718,161,0
266,758,160,0
290,902,192,0
742,280,830,0
214,728,28,1
695,31,826,0
990,102,920,0
739,102,827,0
734,301,935,0
192,723,325,0
149,731,87,0
187,841,231,0
878,215,957,0
675,171,833,0
733,221,724,0
226,841,230,0
705,305,796,0
258,983,55,0
947,42,927,0
808,34,851,0
190,791,160,0
31,715,195,0
963,298,674,0
948,69,808,0
99,949,114,0
8,794,161,1
995,204,801,0
223,876,35,0
986,6,921,0
903,33,772,0
863,144,921,0
794,325,951,0
286,942,109,0
2,944,64,1
905,9,976,0
914,329,931,0
211,795,81,0
981,272,796,0
765,40,944,0
141,953,281,0
689,193,834,0
309,809,102,0
679,325,803,0
290,715,94,0
711,117,888,0
155,726,77,0
928,171,757,0
141,773,242,0
140,736,176,0
329,702,190,0
763,80,814,0
978,45,772,0
54,669,230,0
792,180,949,0
867,303,880,0
253,690,312,0
754,136,700,0
746,98,976,0
825,95,999,0
285,883,166,0
705,83,913,0
264,784,58,0
756,121,889,0
157,834,116,0
320,893,145,0
736,36,947,0
726,326,822,0
120,835,210,0
155,926,10,1
258,714,123,0
153,854,264,0
986,224,710,0
814,207,711,0
83,669,147,0
863,125,803,0
184,787,30,1
989,133,734,0
251,691,284,0
24,856,143,0
681,160,985,0
297,881,31,0
913,42,790,0
935,51,701,0
40,901,119,0
230,918,332,0
236,882,147,0
58,859,23,1
236,955,40,0
160,948,85,0
10,95,31,1
72,1,89,1
93,17,88,0
33,99,31,0
77,28,98,0
78,19,78,1
84,25,89,0
85,10,92,0
93,9,82,1
74,33,72,1
