z1,z2,z3,nondominated
1121,1363,1880,1
1082,1442,1604,1
1600,1016,1725,1
1227,1527,1261,1
1195,1887,1264,0
1415,1143,1463,1
1598,1036,1576,1
1217,1222,1760,1
1554,1048,1572,1
1033,1529,1748,1
1149,1859,1315,1
1111,1386,1603,1
1253,1190,1797,1
1373,1684,1105,1
1226,1309,1445,1
1381,1115,1600,1
1344,1159,1968,1
1263,1308,1389,1
1390,1279,1291,1
1014,1607,1755,1
1770,1027,1550,1
1031,1566,1861,0
1466,1101,1503,1
1369,1732,1104,1
1181,1825,1267,1
1101,1734,1375,1
1455,1542,1092,1
1069,1483,1915,0
1555,1845,1032,1
1565,1026,1688,1
1227,1968,1259,1
1298,1857,1162,1
1675,1005,1704,1
1639,1037,1545,1
1185,1670,1263,1
1568,1033,1873,0
1605,1112,1383,1
1162,1903,1310,1
1301,1371,1284,1
1702,1021,1582,1
1229,1642,1222,1
1127,1912,1365,0
1825,1241,1204,1
1110,1772,1360,1
1014,1647,1646,1
1665,1025,1578,1
1729,1015,1601,1
1010,1647,1688,1
1050,1524,1895,0
1386,1213,1374,1
1238,1832,1208,1
1023,1719,1567,1
1052,1858,1498,0
1635,1009,1731,1
1871,1187,1270,1
1053,1513,1893,0
1389,1127,1540,1
1208,1239,1662,1
1075,1438,1844,1
1739,1002,1702,1
1077,1778,1420,1
1110,1381,1880,0
1032,1568,1633,1
1049,1520,1618,1
1263,1853,1189,1
1343,1217,1414,0
1407,1084,1725,1
1390,1620,1105,1
1882,1054,1504,1
1472,1827,1058,1
1745,1037,1516,1
1306,1161,1884,1
1316,1236,1418,1
1028,1558,1819,1
1247,1243,1521,1
1537,1604,1046,1
1409,1082,1737,1
1565,1811,1026,1
1641,1154,1307,1
1057,1511,1910,0
1060,1914,1508,0
1268,1797,1177,1
1174,1411,1409,1
1455,1843,1067,1
1501,1117,1435,1
1009,1659,1823,1
1265,1207,1571,1
1327,1347,1279,1
1661,1714,1006,1
1053,1487,1835,1
1038,1522,1810,1
1108,1416,1947,0
1568,1023,1776,1
1184,1265,1665,1
1091,1670,1401,1
1050,1736,1481,1
1138,1324,1825,1
1210,1449,1325,1
1828,1032,1547,1
1397,1120,1547,1
1457,1062,1806,1
1368,1108,1817,1
1130,1408,1503,1
1292,1457,1233,1
1769,1580,1020,1
1784,1335,1126,1
1403,1883,1099,1
1844,1194,1255,1
1557,1027,1706,1
1032,1571,1627,1
1002,1707,1708,1
1880,1314,1154,0
1029,1559,1826,0
1665,1460,1063,1
1622,1022,1624,1
1323,1647,1142,1
1452,1072,1634,1
1725,1003,1689,1
1441,1183,1368,1
1358,1111,1731,1
1149,1607,1325,1
1602,1513,1054,1
1292,1175,1603,1
1880,1314,1154,0
1400,1097,1867,1
1528,1318,1179,1
1031,1692,1544,1
1540,1675,1034,1
1402,1180,1409,1
1195,1398,1389,1
1534,1621,1043,1
1595,1522,1053,1
1197,1254,1851,1
1080,1580,1458,1
1487,1170,1354,1
1130,1466,1437,1
1177,1980,1324,0
1012,1692,1630,1
1134,1544,1375,1
1690,1751,1002,1
1174,1292,1606,1
1107,1915,1400,0
1705,1002,1730,1
1147,1423,1446,1
1316,1902,1157,1
1024,1665,1581,1
1549,1136,1369,1
1324,1365,1268,1
1059,1640,1479,1
1143,1926,1347,1
1307,1883,1160,1
1776,1678,1004,1
1057,1626,1492,1
1343,1217,1414,0
1280,1286,1395,1
1611,1225,1233,1
1048,1725,1488,1
1463,1618,1070,1
1429,1816,1075,1
1777,1162,1285,1
1257,1312,1394,1
1508,1093,1481,1
1110,1374,1640,1
1008,1748,1642,1
1842,1043,1516,0
1938,1144,1350,1
1037,1544,1645,1
1826,1014,1628,1
1583,1653,1025,1
1104,1395,1888,1
1081,1415,1690,1
1066,1462,1640,1
1119,1935,1389,0
1571,1654,1028,1
1616,1014,1699,1
1243,1581,1224,1
1401,1116,1552,1
1177,1267,1765,1
1194,1918,1275,0
1631,1226,1227,1
1341,1209,1429,1
1407,1576,1106,1
1245,1676,1200,1
1062,1482,1619,1
1064,1775,1447,1
1053,1513,1893,0
1053,1688,1480,1
1672,1004,1753,1
1489,1172,1350,1
1686,1398,1091,1
1827,1009,1662,1
1053,1590,1524,1
1491,1732,1046,1
1808,1336,1127,0
1092,1426,1593,1
1985,1153,1362,0
3168,3281,3807,0
3491,3059,3884,0
3233,3210,3817,0
3843,3091,3405,0
3663,3523,3040,0
3382,3104,3850,0
3242,3204,3835,0
3067,3469,3880,0
3604,3537,3046,0
3058,3812,3468,0
3552,3226,3251,0
3222,3221,3816,0
3087,3595,3436,0
3443,3347,3196,0
