z1,z2,z3,nondominated
115,706,355,1
231,283,478,1
374,900,120,0
780,623,12,1
636,332,139,1
747,592,18,1
99,721,381,1
542,442,100,1
835,96,395,1
135,863,338,1
275,449,255,1
534,45,881,0
338,135,866,0
658,38,538,0
352,698,118,1
322,536,174,1
371,194,422,1
183,308,958,0
501,61,905,1
527,43,859,1
323,738,135,1
156,415,441,1
189,305,531,1
26,582,662,1
604,190,274,1
280,706,169,1
974,171,331,0
564,25,729,0
272,188,622,1
97,553,440,1
168,407,427,1
452,718,64,1
772,64,450,1
525,272,220,1
256,714,189,1
66,463,852,1
428,876,86,1
584,218,250,1
469,74,592,1
243,301,431,1
634,208,246,1
617,324,148,1
709,3,780,1
757,40,511,1
564,25,729,0
328,132,761,1
137,929,359,0
661,418,85,1
805,490,50,1
208,910,259,1
731,115,353,1
432,85,619,1
619,21,638,1
623,21,635,1
195,252,822,1
194,520,305,1
979,369,148,0
179,286,611,1
904,417,97,1
486,468,108,1
227,222,657,1
706,125,339,1
99,437,552,1
164,346,518,1
57,467,760,1
110,402,574,1
440,178,379,1
369,146,524,1
23,690,581,1
504,187,322,1
631,502,53,1
363,260,337,1
772,499,45,1
331,132,809,0
899,343,139,0
677,105,377,1
456,294,234,1
284,169,832,1
694,130,334,1
813,203,242,1
202,280,551,1
233,209,784,1
256,233,972,0
281,172,666,1
426,260,286,1
200,248,829,1
466,129,443,1
31,581,625,1
804,197,248,1
407,394,187,1
83,657,423,1
401,411,181,1
851,612,21,0
598,703,18,1
658,38,538,0
357,410,211,1
947,219,260,0
810,25,571,1
780,214,228,1
27,713,557,1
706,16,607,1
191,963,299,1
855,43,527,0
352,236,378,1
91,930,443,0
84,722,408,1
174,392,432,1
579,130,367,1
591,264,203,1
674,117,358,1
779,82,412,1
565,735,24,1
444,449,137,1
252,192,787,1
303,167,605,1
887,419,92,0
394,109,598,1
320,332,301,1
566,56,536,1
650,762,8,1
141,406,482,1
241,215,873,0
10,755,633,1
110,459,491,1
292,648,166,1
105,922,411,0
452,116,484,1
491,738,47,1
294,627,169,1
123,342,722,1
52,642,502,1
403,88,791,1
191,253,721,1
959,103,436,0
243,359,361,1
400,663,93,1
526,171,332,1
697,154,300,1
768,86,405,1
357,313,285,1
755,20,582,1
779,57,468,1
232,269,503,1
233,221,870,0
1417,1142,1466,0
1879,1373,1116,0
1425,1102,1937,0
1148,1359,1963,0
1346,1122,1810,0
1951,1310,1178,0
1836,1563,1030,0
1462,1061,1800,0
1248,1913,1219,0
1795,1687,1005,0
1189,1257,1812,0
1808,1089,1404,0
